-BEGIN HEADER-
NASA/POWER Source Native Resolution Hourly Data 
Dates (month/day/year): 03/08/2019 through 11/08/2020 in LST
Location: Latitude  51.0662   Longitude -114.0936 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 1289.78 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
ALLSKY_SFC_SW_DWN      CERES SYN1deg All Sky Surface Shortwave Downward Irradiance (Wh/m^2) 
CLRSKY_SFC_SW_DWN      CERES SYN1deg Clear Sky Surface Shortwave Downward Irradiance (Wh/m^2) 
ALLSKY_SFC_SW_DNI      CERES SYN1deg All Sky Surface Shortwave Downward Direct Normal Irradiance (Wh/m^2) 
ALLSKY_SFC_SW_DIFF     CERES SYN1deg All Sky Surface Shortwave Diffuse Irradiance (Wh/m^2) 
T2M                    MERRA-2 Temperature at 2 Meters (C) 
T2MDEW                 MERRA-2 Dew/Frost Point at 2 Meters (C) 
T2MWET                 MERRA-2 Wet Bulb Temperature at 2 Meters (C) 
RH2M                   MERRA-2 Relative Humidity at 2 Meters (%) 
PRECTOTCORR            MERRA-2 Precipitation Corrected (mm/hour) 
WS10M                  MERRA-2 Wind Speed at 10 Meters (m/s) 
WD10M                  MERRA-2 Wind Direction at 10 Meters (Degrees) 
CLOUD_AMT              CERES SYN1deg Cloud Amount (%) 
ALLSKY_KT              CERES SYN1deg All Sky Insolation Clearness Index (dimensionless) 
ALLSKY_SRF_ALB         CERES SYN1deg All Sky Surface Albedo (dimensionless) 
PS                     MERRA-2 Surface Pressure (kPa) 
ALLSKY_SFC_PAR_TOT     CERES SYN1deg All Sky Surface Total PAR (Wh/m^2) 
CLRSKY_SFC_PAR_TOT     CERES SYN1deg Clear Sky Surface Total PAR (Wh/m^2) 
QV2M                   MERRA-2 Specific Humidity at 2 Meters (g/kg) 
SZA                    CERES SYN1deg Solar Zenith Angle (Degrees) 
ALLSKY_SFC_UVA         CERES SYN1deg All Sky Surface UVA Irradiance (Wh/m^2) 
-END HEADER-
YEAR,MO,DY,HR,ALLSKY_SFC_SW_DWN,CLRSKY_SFC_SW_DWN,ALLSKY_SFC_SW_DNI,ALLSKY_SFC_SW_DIFF,T2M,T2MDEW,T2MWET,RH2M,PRECTOTCORR,WS10M,WD10M,CLOUD_AMT,ALLSKY_KT,ALLSKY_SRF_ALB,PS,ALLSKY_SFC_PAR_TOT,CLRSKY_SFC_PAR_TOT,QV2M,SZA,ALLSKY_SFC_UVA
2019,10,14,8,128.9,318.92,156.68,98.98,2.29,-0.99,0.65,78.83,0.37,4.03,327.6,99.07,0.29,0.16,86.83,56.8,135.57,4.08,70.95,7.92
2019,10,14,9,188.88,433.23,135.56,139.22,3.45,-2.15,0.65,66.58,0.74,4.66,336.0,98.25,0.33,0.16,86.86,82.95,185.83,3.74,64.99,11.67
2019,10,14,10,236.75,507.7,116.18,180.09,4.49,-3.17,0.66,57.27,0.74,4.56,339.3,97.85,0.36,0.16,86.87,105.23,218.06,3.46,61.15,15.06
2019,10,14,11,257.73,527.6,104.95,189.7,5.11,-3.75,0.68,52.32,0.5,4.28,339.4,96.16,0.38,0.16,86.89,115.03,225.64,3.3,59.87,16.5
2019,10,14,12,244.75,501.0,176.34,165.33,5.47,-4.09,0.69,49.66,0.3,4.17,340.5,94.19,0.37,0.17,86.93,106.72,214.4,3.21,61.36,15.1
2019,10,14,13,210.62,424.65,138.72,151.25,5.45,-4.25,0.6,49.13,0.29,3.96,344.3,92.72,0.37,0.16,86.96,93.15,181.2,3.17,65.39,13.12
2019,10,14,14,141.57,307.95,205.28,91.56,4.97,-4.09,0.44,51.48,0.21,3.8,350.6,85.35,0.33,0.23,87.04,61.92,130.35,3.21,71.49,8.29
2019,10,14,15,67.68,162.35,179.95,43.07,3.98,-3.63,0.17,57.12,0.06,3.17,2.0,81.03,0.26,0.17,87.12,29.38,66.57,3.32,79.1,3.74
2019,10,14,16,15.15,25.98,88.85,13.42,1.5,-2.45,-0.48,74.74,0.04,1.86,21.2,68.43,0.25,0.16,87.19,5.83,9.28,3.64,87.43,0.78
2019,10,14,17,0.0,0.0,0.0,0.0,-1.22,-2.71,-1.96,90.25,0.06,1.75,30.5,56.63,-999.0,-999.0,87.31,0.0,0.0,3.56,90.0,0.0
2019,10,14,18,0.0,0.0,0.0,0.0,-1.86,-2.68,-2.27,95.58,0.1,1.58,39.6,45.01,-999.0,-999.0,87.41,0.0,0.0,3.57,90.0,0.0
2019,10,14,19,0.0,0.0,0.0,0.0,-2.62,-2.76,-2.69,100.0,0.16,1.43,62.0,39.33,-999.0,-999.0,87.44,0.0,0.0,3.54,90.0,0.0
2019,10,14,20,0.0,0.0,0.0,0.0,-2.56,-2.79,-2.67,100.0,0.24,0.85,84.6,77.15,-999.0,-999.0,87.54,0.0,0.0,3.53,90.0,0.0
2019,10,14,21,0.0,0.0,0.0,0.0,-2.88,-2.87,-2.88,100.0,0.14,0.91,135.0,90.28,-999.0,-999.0,87.53,0.0,0.0,3.51,90.0,0.0
2019,10,14,22,0.0,0.0,0.0,0.0,-3.57,-3.05,-3.31,100.0,0.05,1.4,169.3,100.0,-999.0,-999.0,87.48,0.0,0.0,3.46,90.0,0.0
2019,10,14,23,0.0,0.0,0.0,0.0,-3.61,-3.25,-3.43,100.0,0.05,1.78,175.8,99.6,-999.0,-999.0,87.44,0.0,0.0,3.41,90.0,0.0
2019,10,15,0,0.0,0.0,0.0,0.0,-3.44,-3.47,-3.45,100.0,0.05,1.79,184.5,99.66,-999.0,-999.0,87.42,0.0,0.0,3.35,90.0,0.0
2019,10,15,1,0.0,0.0,0.0,0.0,-3.26,-3.62,-3.44,99.93,0.03,1.97,184.1,88.21,-999.0,-999.0,87.37,0.0,0.0,3.32,90.0,0.0
2019,10,15,2,0.0,0.0,0.0,0.0,-3.29,-3.74,-3.51,99.2,0.01,2.09,184.1,64.17,-999.0,-999.0,87.3,0.0,0.0,3.29,90.0,0.0
2019,10,15,3,0.0,0.0,0.0,0.0,-4.11,-3.96,-4.04,100.0,0.01,2.19,184.5,78.03,-999.0,-999.0,87.24,0.0,0.0,3.24,90.0,0.0
2019,10,15,4,0.0,0.0,0.0,0.0,-4.25,-4.23,-4.24,100.0,0.02,2.24,187.4,94.46,-999.0,-999.0,87.2,0.0,0.0,3.17,90.0,0.0
2019,10,15,5,0.0,0.0,0.0,0.0,-3.83,-4.47,-4.15,98.02,0.01,2.25,190.8,97.11,-999.0,-999.0,87.17,0.0,0.0,3.11,90.0,0.0
2019,10,15,6,13.6,30.0,18.07,13.63,-3.05,-4.6,-3.82,90.83,0.0,2.45,189.2,99.37,0.19,0.14,87.12,5.63,11.04,3.08,87.07,0.8
2019,10,15,7,56.03,165.68,34.87,47.16,-1.63,-4.44,-3.04,81.63,0.02,2.82,188.0,98.41,0.21,0.13,87.06,25.72,69.73,3.12,78.73,3.57
2019,10,15,8,123.88,304.77,25.13,107.19,0.92,-3.95,-1.52,69.43,0.01,2.88,181.2,98.94,0.28,0.14,86.98,57.3,132.16,3.25,71.25,8.23
2019,10,15,9,190.75,414.98,17.75,162.14,4.36,-3.59,0.38,55.8,0.0,3.24,187.1,99.47,0.33,0.14,86.88,88.52,181.55,3.34,65.32,12.9
2019,10,15,10,174.45,482.62,0.0,147.63,7.27,-2.83,2.22,48.42,0.0,3.25,190.8,100.0,0.27,0.13,86.8,91.03,211.7,3.55,61.5,13.58
2019,10,15,11,161.68,502.9,0.0,134.27,9.4,-2.36,3.52,43.41,0.0,2.98,196.0,100.0,0.24,0.12,86.75,88.6,220.67,3.68,60.24,13.4
2019,10,15,12,129.52,474.27,0.0,109.63,10.65,-2.07,4.29,40.86,0.0,2.65,200.1,100.0,0.2,0.13,86.68,62.28,208.28,3.77,61.73,9.37
2019,10,15,13,74.6,397.85,0.47,64.29,10.96,-1.41,4.78,42.12,0.0,2.45,204.1,100.0,0.13,0.13,86.62,36.83,174.43,3.97,65.76,5.64
2019,10,15,14,49.53,282.9,0.98,43.12,8.93,1.98,5.45,62.41,0.0,1.84,209.6,100.0,0.12,0.13,86.59,24.43,123.18,5.14,71.85,3.74
2019,10,15,15,28.88,144.95,1.91,25.87,6.4,1.39,3.9,70.55,0.02,2.3,213.5,100.0,0.12,0.13,86.54,13.88,61.43,4.89,79.44,2.1
2019,10,15,16,9.9,20.8,0.0,10.19,4.87,0.1,2.48,71.35,0.01,2.57,214.7,100.0,0.18,0.21,86.47,4.12,7.98,4.45,87.67,0.61
2019,10,15,17,0.0,0.0,0.0,0.0,3.59,-0.73,1.43,73.46,0.0,2.61,220.6,99.15,-999.0,-999.0,86.41,0.0,0.0,4.19,90.0,0.0
2019,10,15,18,0.0,0.0,0.0,0.0,2.84,-0.91,0.97,76.32,0.0,2.62,232.9,77.38,-999.0,-999.0,86.37,0.0,0.0,4.13,90.0,0.0
2019,10,15,19,0.0,0.0,0.0,0.0,2.33,-1.01,0.66,78.54,0.0,2.81,245.0,92.54,-999.0,-999.0,86.34,0.0,0.0,4.1,90.0,0.0
2019,10,15,20,0.0,0.0,0.0,0.0,1.08,-1.75,-0.33,81.08,0.0,3.24,250.2,87.96,-999.0,-999.0,86.32,0.0,0.0,3.87,90.0,0.0
2019,10,15,21,0.0,0.0,0.0,0.0,1.2,-2.01,-0.4,78.91,0.0,3.54,253.8,45.98,-999.0,-999.0,86.3,0.0,0.0,3.8,90.0,0.0
2019,10,15,22,0.0,0.0,0.0,0.0,1.68,-2.21,-0.27,75.03,0.0,3.74,257.8,38.05,-999.0,-999.0,86.3,0.0,0.0,3.74,90.0,0.0
2019,10,15,23,0.0,0.0,0.0,0.0,2.04,-2.24,-0.1,72.93,0.0,3.75,260.9,31.16,-999.0,-999.0,86.31,0.0,0.0,3.73,90.0,0.0
2019,10,16,0,0.0,0.0,0.0,0.0,2.16,-2.19,-0.02,72.73,0.4,3.58,262.6,38.65,-999.0,-999.0,86.34,0.0,0.0,3.75,90.0,0.0
2019,10,16,1,0.0,0.0,0.0,0.0,2.14,-1.98,0.08,74.02,0.4,3.49,260.9,68.94,-999.0,-999.0,86.37,0.0,0.0,3.81,90.0,0.0
2019,10,16,2,0.0,0.0,0.0,0.0,1.94,-1.85,0.05,75.7,0.4,3.43,257.5,84.12,-999.0,-999.0,86.4,0.0,0.0,3.84,90.0,0.0
2019,10,16,3,0.0,0.0,0.0,0.0,1.73,-1.81,-0.04,77.26,0.0,3.3,255.1,69.34,-999.0,-999.0,86.42,0.0,0.0,3.86,90.0,0.0
2019,10,16,4,0.0,0.0,0.0,0.0,1.29,-1.89,-0.3,79.13,0.0,3.1,253.1,64.86,-999.0,-999.0,86.42,0.0,0.0,3.83,90.0,0.0
2019,10,16,5,0.0,0.0,0.0,0.0,0.79,-2.07,-0.64,80.96,0.0,3.09,251.7,47.87,-999.0,-999.0,86.42,0.0,0.0,3.78,90.0,0.0
2019,10,16,6,22.67,29.42,149.76,17.1,0.77,-2.19,-0.71,80.21,0.0,3.07,251.4,47.2,0.35,0.25,86.41,8.67,10.84,3.74,87.28,1.04
2019,10,16,7,128.85,168.85,431.65,55.4,3.52,-1.41,1.06,69.96,0.0,3.07,252.0,47.61,0.49,0.24,86.42,55.5,72.12,3.97,79.01,6.18
2019,10,16,8,255.77,311.25,536.87,98.17,6.32,-0.9,2.71,59.83,0.02,3.11,249.3,45.25,0.59,0.28,86.39,112.31,136.2,4.13,71.55,13.42
2019,10,16,9,355.15,422.75,599.0,127.82,9.42,0.69,5.05,54.37,0.42,2.43,239.0,45.47,0.63,0.26,86.34,156.4,185.87,4.64,65.65,19.64
2019,10,16,10,417.83,493.55,602.86,157.77,12.85,1.55,7.2,46.05,0.03,2.66,237.7,47.36,0.65,0.25,86.28,184.29,217.3,4.94,61.85,23.92
2019,10,16,11,424.5,512.38,594.51,154.24,14.8,1.51,8.15,40.54,0.0,3.01,234.9,47.39,0.63,0.23,86.22,187.08,225.44,4.94,60.61,24.38
2019,10,16,12,404.7,483.38,576.31,158.48,15.41,-0.51,7.45,33.75,0.0,3.47,231.5,51.33,0.63,0.22,86.14,178.82,212.74,4.28,62.1,23.19
2019,10,16,13,337.9,407.88,620.88,120.09,15.2,-2.37,6.42,29.72,0.0,3.43,232.5,47.89,0.61,0.23,86.07,148.88,179.47,3.72,66.12,18.5
2019,10,16,14,237.52,292.38,554.31,89.69,14.24,-2.07,6.08,32.28,0.0,2.86,232.5,44.67,0.57,0.24,86.02,104.25,128.15,3.8,72.2,12.24
2019,10,16,15,118.95,150.05,391.81,54.63,11.41,2.51,6.96,55.14,0.0,2.01,229.0,44.81,0.49,0.24,85.98,51.02,64.12,5.4,79.77,5.62
2019,10,16,16,16.55,20.45,121.71,13.69,7.37,0.84,4.11,63.54,0.0,2.65,221.6,42.61,0.33,0.21,85.94,6.23,7.52,4.74,87.9,0.77
2019,10,16,17,0.0,0.0,0.0,0.0,4.68,-0.82,1.93,67.49,0.0,2.87,218.1,37.3,-999.0,-999.0,85.91,0.0,0.0,4.18,90.0,0.0
2019,10,16,18,0.0,0.0,0.0,0.0,3.67,-0.91,1.38,72.07,0.0,2.75,218.5,52.91,-999.0,-999.0,85.87,0.0,0.0,4.16,90.0,0.0
2019,10,16,19,0.0,0.0,0.0,0.0,3.41,-1.05,1.18,72.46,0.0,2.6,223.0,62.46,-999.0,-999.0,85.8,0.0,0.0,4.11,90.0,0.0
2019,10,16,20,0.0,0.0,0.0,0.0,3.05,-0.93,1.06,74.98,0.0,2.6,223.0,83.64,-999.0,-999.0,85.71,0.0,0.0,4.15,90.0,0.0
2019,10,16,21,0.0,0.0,0.0,0.0,2.76,-0.83,0.96,77.2,0.0,2.56,221.0,83.25,-999.0,-999.0,85.63,0.0,0.0,4.19,90.0,0.0
2019,10,16,22,0.0,0.0,0.0,0.0,2.34,-0.85,0.75,79.27,0.0,2.59,220.1,86.09,-999.0,-999.0,85.54,0.0,0.0,4.18,90.0,0.0
2019,10,16,23,0.0,0.0,0.0,0.0,2.14,-0.92,0.61,79.95,0.01,2.65,220.4,95.26,-999.0,-999.0,85.46,0.0,0.0,4.16,90.0,0.0
2019,10,17,0,0.0,0.0,0.0,0.0,2.34,-0.74,0.8,79.88,0.02,2.69,219.4,98.69,-999.0,-999.0,85.39,0.0,0.0,4.22,90.0,0.0
2019,10,17,1,0.0,0.0,0.0,0.0,2.55,-0.26,1.14,81.62,0.03,2.73,213.5,98.8,-999.0,-999.0,85.33,0.0,0.0,4.38,90.0,0.0
2019,10,17,2,0.0,0.0,0.0,0.0,2.73,0.44,1.58,84.74,0.03,2.74,205.5,99.59,-999.0,-999.0,85.27,0.0,0.0,4.61,90.0,0.0
2019,10,17,3,0.0,0.0,0.0,0.0,2.9,1.1,2.0,87.86,0.02,2.71,202.1,99.5,-999.0,-999.0,85.24,0.0,0.0,4.84,90.0,0.0
2019,10,17,4,0.0,0.0,0.0,0.0,2.96,1.56,2.26,90.35,0.03,2.61,205.4,95.75,-999.0,-999.0,85.22,0.0,0.0,5.0,90.0,0.0
2019,10,17,5,0.0,0.0,0.0,0.0,2.93,1.81,2.37,92.16,0.06,2.52,213.0,86.63,-999.0,-999.0,85.21,0.0,0.0,5.09,90.0,0.0
2019,10,17,6,14.52,26.3,63.17,14.39,3.09,2.0,2.55,92.37,0.11,2.52,221.5,80.36,0.24,0.19,85.22,5.78,9.54,5.16,87.49,0.79
2019,10,17,7,94.8,163.65,191.18,57.44,4.16,2.52,3.34,89.0,0.12,2.44,234.4,74.65,0.37,0.2,85.26,41.1,68.65,5.36,79.29,5.13
2019,10,17,8,206.38,307.6,346.46,116.2,5.69,2.79,4.24,81.65,0.09,2.45,251.4,69.34,0.48,0.24,85.29,90.27,132.12,5.47,71.86,11.51
2019,10,17,9,308.25,421.88,362.66,162.47,7.22,2.29,4.75,70.95,0.05,2.6,266.2,65.16,0.55,0.22,85.3,134.65,181.43,5.28,65.98,17.53
2019,10,17,10,379.7,495.62,516.12,171.57,8.76,0.54,4.65,56.4,0.02,3.41,276.1,61.66,0.59,0.22,85.3,165.23,212.8,4.66,62.2,21.73
2019,10,17,11,447.45,516.97,633.84,174.03,9.77,-2.39,3.69,42.42,0.02,4.48,281.9,47.05,0.67,0.21,85.28,193.7,222.6,3.75,60.98,25.09
2019,10,17,12,441.6,490.5,721.78,133.81,9.93,-4.39,2.77,35.82,0.02,4.85,282.5,38.62,0.7,0.2,85.27,191.13,211.19,3.2,62.47,24.35
2019,10,17,13,317.17,417.75,608.58,88.48,9.93,-4.88,2.52,34.37,0.02,4.71,279.8,41.81,0.58,0.21,85.28,137.13,178.85,3.07,66.48,17.18
2019,10,17,14,223.1,299.27,536.09,66.61,9.88,-4.52,2.68,35.5,0.01,4.45,274.5,41.79,0.54,0.23,85.31,95.88,127.32,3.16,72.54,11.32
2019,10,17,15,110.65,152.57,467.99,38.72,8.97,-3.55,2.71,40.74,0.02,3.96,268.4,42.36,0.47,0.22,85.34,46.27,62.95,3.41,80.11,5.04
2019,10,17,16,15.2,19.42,134.46,10.89,5.68,-2.38,1.65,55.84,0.03,3.21,260.9,37.2,0.34,0.26,85.38,5.39,6.6,3.73,88.12,0.68
2019,10,17,17,0.0,0.0,0.0,0.0,3.3,-2.27,0.51,66.69,0.04,3.28,252.2,34.61,-999.0,-999.0,85.4,0.0,0.0,3.77,90.0,0.0
2019,10,17,18,0.0,0.0,0.0,0.0,2.42,-2.3,0.06,70.8,0.05,3.29,246.2,27.72,-999.0,-999.0,85.4,0.0,0.0,3.76,90.0,0.0
2019,10,17,19,0.0,0.0,0.0,0.0,1.87,-2.29,-0.21,73.61,0.07,3.33,244.0,28.87,-999.0,-999.0,85.37,0.0,0.0,3.76,90.0,0.0
2019,10,17,20,0.0,0.0,0.0,0.0,1.51,-2.06,-0.27,76.92,0.12,3.35,242.6,28.91,-999.0,-999.0,85.34,0.0,0.0,3.83,90.0,0.0
2019,10,17,21,0.0,0.0,0.0,0.0,1.23,-1.54,-0.15,81.54,0.16,3.39,242.8,51.24,-999.0,-999.0,85.34,0.0,0.0,3.98,90.0,0.0
2019,10,17,22,0.0,0.0,0.0,0.0,1.01,-0.97,0.02,86.58,0.13,3.31,243.8,68.82,-999.0,-999.0,85.34,0.0,0.0,4.16,90.0,0.0
2019,10,17,23,0.0,0.0,0.0,0.0,0.79,-0.58,0.1,90.3,0.11,3.16,244.3,78.96,-999.0,-999.0,85.35,0.0,0.0,4.27,90.0,0.0
2019,10,18,0,0.0,0.0,0.0,0.0,0.71,-0.5,0.11,91.48,0.09,2.99,244.2,72.13,-999.0,-999.0,85.37,0.0,0.0,4.3,90.0,0.0
2019,10,18,1,0.0,0.0,0.0,0.0,0.69,-0.57,0.06,91.18,0.05,2.72,240.5,91.95,-999.0,-999.0,85.36,0.0,0.0,4.28,90.0,0.0
2019,10,18,2,0.0,0.0,0.0,0.0,0.45,-0.69,-0.12,91.87,0.04,2.54,234.6,98.21,-999.0,-999.0,85.32,0.0,0.0,4.24,90.0,0.0
2019,10,18,3,0.0,0.0,0.0,0.0,0.43,-0.81,-0.19,91.3,0.04,2.61,231.9,87.52,-999.0,-999.0,85.28,0.0,0.0,4.21,90.0,0.0
2019,10,18,4,0.0,0.0,0.0,0.0,0.55,-0.89,-0.17,89.84,0.06,2.78,235.7,99.87,-999.0,-999.0,85.25,0.0,0.0,4.18,90.0,0.0
2019,10,18,5,0.0,0.0,0.0,0.0,0.34,-0.99,-0.32,90.57,0.08,3.09,244.5,96.63,-999.0,-999.0,85.26,0.0,0.0,4.15,90.0,0.0
2019,10,18,6,12.82,25.2,37.67,14.08,1.03,-1.28,-0.12,84.33,0.06,3.17,256.1,94.99,0.23,0.21,85.29,4.82,8.67,4.06,87.68,0.68
2019,10,18,7,89.1,162.9,89.85,72.57,2.33,-1.34,0.49,76.7,0.03,3.11,262.2,91.41,0.36,0.21,85.35,37.54,67.22,4.05,79.57,4.74
2019,10,18,8,178.62,305.48,145.95,131.35,3.8,-1.58,1.11,67.8,0.03,3.05,264.0,90.03,0.43,0.22,85.42,76.63,130.03,3.97,72.16,10.04
2019,10,18,9,252.45,417.48,152.25,183.78,5.46,-2.41,1.53,56.75,0.06,3.53,269.4,88.86,0.46,0.2,85.46,109.15,179.17,3.73,66.31,14.74
2019,10,18,10,305.27,487.9,203.96,223.1,7.03,-4.42,1.31,43.58,0.1,5.17,276.7,87.99,0.48,0.19,85.5,132.4,210.08,3.19,62.55,18.17
2019,10,18,11,335.25,508.9,228.61,229.01,8.03,-5.17,1.43,38.17,0.3,5.71,278.6,84.9,0.51,0.19,85.53,145.77,218.79,2.99,61.34,20.03
2019,10,18,12,334.4,481.48,273.37,220.72,8.54,-5.18,1.68,36.88,0.21,5.9,277.5,81.61,0.53,0.18,85.56,145.42,206.78,2.99,62.84,19.55
2019,10,18,13,275.98,404.6,337.26,162.32,8.54,-5.3,1.62,36.53,0.09,5.91,275.1,72.91,0.51,0.19,85.6,119.9,173.1,2.96,66.84,15.62
2019,10,18,14,192.93,289.42,385.68,94.54,8.05,-5.53,1.26,37.02,0.04,5.64,271.3,63.87,0.48,0.23,85.65,83.14,122.88,2.9,72.89,10.23
2019,10,18,15,94.68,144.35,326.83,43.0,6.94,-5.32,0.81,40.65,0.06,4.67,265.9,57.84,0.42,0.24,85.7,39.58,58.99,2.95,80.44,4.54
2019,10,18,16,13.38,16.58,81.53,11.48,4.41,-4.24,0.08,52.91,0.08,3.48,258.0,41.08,0.33,0.26,85.74,4.67,5.53,3.22,88.32,0.6
2019,10,18,17,0.0,0.0,0.0,0.0,2.82,-3.52,-0.35,62.52,0.07,3.38,253.9,30.48,-999.0,-999.0,85.78,0.0,0.0,3.4,90.0,0.0
2019,10,18,18,0.0,0.0,0.0,0.0,2.43,-2.83,-0.2,67.88,0.09,3.48,251.8,47.1,-999.0,-999.0,85.8,0.0,0.0,3.59,90.0,0.0
2019,10,18,19,0.0,0.0,0.0,0.0,2.06,-2.49,-0.21,71.43,0.11,3.5,251.5,81.43,-999.0,-999.0,85.8,0.0,0.0,3.68,90.0,0.0
2019,10,18,20,0.0,0.0,0.0,0.0,1.42,-2.45,-0.52,75.19,0.11,3.32,250.5,98.62,-999.0,-999.0,85.8,0.0,0.0,3.7,90.0,0.0
2019,10,18,21,0.0,0.0,0.0,0.0,0.78,-2.6,-0.91,77.68,0.07,3.29,250.8,91.04,-999.0,-999.0,85.8,0.0,0.0,3.65,90.0,0.0
2019,10,18,22,0.0,0.0,0.0,0.0,0.26,-2.74,-1.24,79.78,0.06,3.24,251.8,80.18,-999.0,-999.0,85.81,0.0,0.0,3.61,90.0,0.0
2019,10,18,23,0.0,0.0,0.0,0.0,-0.16,-2.85,-1.5,81.94,0.09,3.1,252.3,87.85,-999.0,-999.0,85.81,0.0,0.0,3.59,90.0,0.0
2019,10,19,0,0.0,0.0,0.0,0.0,-0.4,-2.86,-1.63,83.33,0.09,2.9,251.9,93.3,-999.0,-999.0,85.8,0.0,0.0,3.58,90.0,0.0
2019,10,19,1,0.0,0.0,0.0,0.0,-0.6,-2.8,-1.7,85.17,0.07,2.71,251.0,95.5,-999.0,-999.0,85.78,0.0,0.0,3.6,90.0,0.0
2019,10,19,2,0.0,0.0,0.0,0.0,-0.69,-2.66,-1.67,86.72,0.05,2.52,250.6,95.78,-999.0,-999.0,85.74,0.0,0.0,3.64,90.0,0.0
2019,10,19,3,0.0,0.0,0.0,0.0,-1.03,-2.49,-1.76,90.37,0.03,2.4,250.8,97.51,-999.0,-999.0,85.69,0.0,0.0,3.69,90.0,0.0
2019,10,19,4,0.0,0.0,0.0,0.0,-1.24,-2.44,-1.84,92.16,0.02,2.33,251.3,97.01,-999.0,-999.0,85.65,0.0,0.0,3.7,90.0,0.0
2019,10,19,5,0.0,0.0,0.0,0.0,-1.35,-2.38,-1.86,93.47,0.18,2.23,254.4,94.28,-999.0,-999.0,85.61,0.0,0.0,3.72,90.0,0.0
2019,10,19,6,11.95,22.92,47.85,13.26,-0.73,-1.95,-1.34,91.87,1.83,2.07,265.6,92.43,0.23,0.22,85.6,4.5,7.8,3.85,87.87,0.64
2019,10,19,7,91.9,158.05,165.9,69.73,0.83,-0.74,0.05,89.06,5.44,1.74,286.7,88.07,0.38,0.23,85.62,38.72,65.4,4.21,79.85,4.79
2019,10,19,8,191.98,300.02,207.68,135.32,2.07,0.13,1.1,86.9,6.98,1.67,319.8,87.01,0.46,0.19,85.65,82.67,127.87,4.49,72.46,10.66
2019,10,19,9,265.4,412.42,207.1,193.34,2.54,0.13,1.33,84.05,5.66,2.43,343.5,87.32,0.49,0.18,85.66,115.02,177.0,4.49,66.63,15.38
2019,10,19,10,318.23,483.33,222.85,214.08,3.1,0.01,1.55,80.24,3.0,2.79,2.7,86.33,0.51,0.18,85.67,138.08,208.0,4.46,62.9,18.66
2019,10,19,11,404.38,504.98,600.27,155.23,4.57,-1.04,1.77,67.16,2.12,2.93,20.8,63.64,0.62,0.18,85.66,174.05,216.68,4.14,61.7,22.74
2019,10,19,12,338.25,477.65,481.47,148.01,5.49,-2.41,1.54,56.75,1.59,2.5,22.6,67.53,0.55,0.17,85.63,145.65,204.63,3.73,63.2,19.12
2019,10,19,13,246.68,401.83,370.09,122.17,5.74,-3.28,1.23,52.03,0.78,1.92,16.4,72.94,0.46,0.18,85.62,106.23,171.33,3.48,67.19,13.7
2019,10,19,14,184.12,285.95,354.71,80.99,5.66,-3.8,0.93,50.23,0.28,1.36,14.4,62.09,0.47,0.24,85.63,78.23,120.67,3.34,73.23,9.4
2019,10,19,15,96.9,140.68,348.36,39.52,4.74,-0.96,1.89,67.01,0.09,0.74,42.3,51.6,0.44,0.26,85.66,39.6,56.88,4.18,80.76,4.36
2019,10,19,16,12.35,14.85,85.42,10.28,2.96,-2.73,0.12,66.02,0.05,0.87,75.3,33.11,0.35,0.25,85.71,4.15,4.83,3.63,88.51,0.54
2019,10,19,17,0.0,0.0,0.0,0.0,2.72,-4.36,-0.82,59.09,0.06,0.26,92.2,18.95,-999.0,-999.0,85.79,0.0,0.0,3.19,90.0,0.0
2019,10,19,18,0.0,0.0,0.0,0.0,1.98,-4.67,-1.35,60.78,0.05,0.99,279.8,36.13,-999.0,-999.0,85.86,0.0,0.0,3.11,90.0,0.0
2019,10,19,19,0.0,0.0,0.0,0.0,-0.38,-4.42,-2.4,73.79,0.05,2.09,292.3,48.63,-999.0,-999.0,85.92,0.0,0.0,3.17,90.0,0.0
2019,10,19,20,0.0,0.0,0.0,0.0,-1.95,-4.62,-3.29,82.8,0.05,2.4,298.6,57.78,-999.0,-999.0,85.98,0.0,0.0,3.12,90.0,0.0
2019,10,19,21,0.0,0.0,0.0,0.0,-2.54,-4.96,-3.75,84.56,0.03,2.54,302.4,19.74,-999.0,-999.0,86.05,0.0,0.0,3.03,90.0,0.0
2019,10,19,22,0.0,0.0,0.0,0.0,-2.82,-5.13,-3.98,85.2,0.15,2.52,304.3,9.61,-999.0,-999.0,86.11,0.0,0.0,2.98,90.0,0.0
2019,10,19,23,0.0,0.0,0.0,0.0,-3.27,-5.3,-4.29,87.37,0.1,2.46,301.4,8.01,-999.0,-999.0,86.17,0.0,0.0,2.94,90.0,0.0
2019,10,20,0,0.0,0.0,0.0,0.0,-3.57,-5.4,-4.49,88.78,0.01,2.39,293.5,12.14,-999.0,-999.0,86.25,0.0,0.0,2.91,90.0,0.0
2019,10,20,1,0.0,0.0,0.0,0.0,-4.06,-5.59,-4.83,91.02,0.01,2.37,282.9,3.48,-999.0,-999.0,86.31,0.0,0.0,2.86,90.0,0.0
2019,10,20,2,0.0,0.0,0.0,0.0,-4.34,-5.75,-5.05,92.27,0.01,2.45,271.4,4.84,-999.0,-999.0,86.34,0.0,0.0,2.83,90.0,0.0
