-BEGIN HEADER-
NASA/POWER Source Native Resolution Hourly Data 
Dates (month/day/year): 03/08/2019 through 11/08/2020 in LST
Location: Latitude  51.066   Longitude -114.0937 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 1289.78 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
ALLSKY_SFC_UV_INDEX     CERES SYN1deg All Sky Surface UV Index (W m-2 x 40) 
T2M                     MERRA-2 Temperature at 2 Meters (C) 
RH2M                    MERRA-2 Relative Humidity at 2 Meters (%) 
PS                      MERRA-2 Surface Pressure (kPa) 
T2MDEW                  MERRA-2 Dew/Frost Point at 2 Meters (C) 
WS10M                   MERRA-2 Wind Speed at 10 Meters (m/s) 
WD10M                   MERRA-2 Wind Direction at 10 Meters (Degrees) 
PRECTOTCORR             MERRA-2 Precipitation Corrected (mm/hour) 
-END HEADER-
YEAR,MO,DY,HR,ALLSKY_SFC_UV_INDEX,T2M,RH2M,PS,T2MDEW,WS10M,WD10M,PRECTOTCORR
2019,12,28,15,0.0,-8.69,92.05,86.66,-10.26,3.87,253.0,0.0
2019,12,28,16,0.0,-9.14,91.3,86.65,-10.85,4.36,260.2,0.0
2019,12,28,17,0.0,-9.07,91.21,86.63,-10.8,4.63,266.5,0.0
2019,12,28,18,0.0,-8.73,90.42,86.62,-10.52,4.91,269.5,0.0
2019,12,28,19,0.0,-8.01,89.36,86.61,-9.87,4.96,276.4,0.03
2019,12,28,20,0.0,-7.72,90.62,86.6,-9.43,4.78,277.9,0.22
2019,12,28,21,0.0,-7.47,91.23,86.6,-9.09,4.59,278.8,0.49
2019,12,28,22,0.0,-7.0,91.27,86.6,-8.62,4.51,280.0,0.22
2019,12,28,23,0.0,-6.48,91.19,86.61,-8.1,4.54,280.8,0.36
2019,12,29,0,0.0,-5.91,90.94,86.62,-7.56,4.56,282.5,0.63
2019,12,29,1,0.0,-5.29,90.87,86.66,-6.96,4.36,283.7,0.84
2019,12,29,2,0.0,-4.77,90.67,86.68,-6.4,4.28,281.9,0.63
2019,12,29,3,0.0,-4.3,91.37,86.71,-5.84,4.04,285.5,0.29
2019,12,29,4,0.0,-3.94,92.13,86.75,-5.34,3.77,290.5,0.26
2019,12,29,5,0.0,-3.67,92.87,86.78,-4.98,3.52,293.4,0.26
2019,12,29,6,0.0,-3.38,93.06,86.81,-4.66,3.39,295.7,0.17
2019,12,29,7,0.0,-3.18,93.02,86.84,-4.46,3.36,298.4,0.17
2019,12,29,8,0.03,-2.62,91.91,86.9,-4.05,3.35,301.1,0.13
2019,12,29,9,0.08,-1.42,89.07,86.94,-3.12,3.27,303.2,0.09
2019,12,29,10,0.17,-0.21,86.85,86.96,-2.12,3.14,304.5,0.04
2019,12,29,11,0.28,0.41,86.63,86.98,-1.54,2.82,306.3,0.02
2019,12,29,12,0.22,0.58,87.12,87.0,-1.29,2.52,312.4,0.01
2019,12,29,13,0.12,0.3,89.38,87.03,-1.23,2.21,321.3,0.0
2019,12,29,14,0.05,-1.32,91.52,87.07,-2.65,2.46,329.2,0.0
2019,12,29,15,0.0,-3.82,93.78,87.11,-5.01,2.83,332.0,0.0
2019,12,29,16,0.0,-5.24,94.87,87.13,-6.33,2.98,328.6,0.0
2019,12,29,17,0.0,-5.95,96.32,87.14,-6.88,2.96,319.0,0.0
2019,12,29,18,0.0,-6.24,97.22,87.14,-7.07,2.89,305.8,0.0
2019,12,29,19,0.0,-6.73,99.0,87.15,-7.34,2.91,290.3,0.0
2019,12,29,20,0.0,-7.71,100.0,87.15,-7.96,3.15,276.2,0.0
2019,12,29,21,0.0,-8.83,100.0,87.16,-8.86,3.43,266.8,0.0
2019,12,29,22,0.0,-9.01,100.0,87.16,-9.27,3.46,261.2,0.0
2019,12,29,23,0.0,-8.71,99.46,87.15,-9.48,3.59,258.3,0.0
2019,12,30,0,0.0,-8.32,95.17,87.14,-9.6,3.69,256.0,0.01
2019,12,30,1,0.0,-7.69,91.37,87.13,-9.36,4.04,254.3,0.01
2019,12,30,2,0.0,-7.41,90.0,87.11,-9.22,4.26,254.1,0.01
2019,12,30,3,0.0,-6.8,89.39,87.08,-8.7,4.38,254.3,0.0
2019,12,30,4,0.0,-6.32,89.98,87.03,-8.1,4.43,254.6,0.0
2019,12,30,5,0.0,-6.11,91.37,86.98,-7.72,4.52,255.0,0.0
2019,12,30,6,0.0,-5.76,91.58,86.94,-7.31,4.65,255.2,0.0
2019,12,30,7,0.0,-5.25,91.52,86.91,-6.81,4.78,255.7,0.0
2019,12,30,8,0.03,-4.07,89.16,86.9,-5.92,5.06,255.9,0.0
2019,12,30,9,0.08,-2.64,86.92,86.86,-4.71,5.4,256.3,0.0
2019,12,30,10,0.2,-1.37,86.28,86.81,-3.48,5.54,257.8,0.0
2019,12,30,11,0.28,-0.34,85.72,86.76,-2.46,5.53,260.2,0.0
2019,12,30,12,0.22,0.14,85.37,86.71,-1.98,5.39,260.6,0.0
2019,12,30,13,0.12,0.08,87.5,86.66,-1.72,5.17,261.7,0.0
2019,12,30,14,0.05,-0.66,90.8,86.67,-2.04,4.9,262.6,0.0
2019,12,30,15,0.0,-1.69,92.61,86.64,-2.9,4.56,261.3,0.01
2019,12,30,16,0.0,-1.99,91.42,86.58,-3.38,4.43,259.9,0.19
2019,12,30,17,0.0,-2.3,91.27,86.5,-3.73,4.25,257.2,0.06
2019,12,30,18,0.0,-3.31,92.69,86.41,-4.63,4.39,254.8,0.0
2019,12,30,19,0.0,-3.13,89.16,86.34,-4.93,5.65,259.3,0.0
2019,12,30,20,0.0,-2.93,88.51,86.31,-4.83,5.82,262.9,0.0
2019,12,30,21,0.0,-2.74,87.63,86.27,-4.74,6.28,264.3,0.01
2019,12,30,22,0.0,-2.14,86.22,86.18,-4.3,6.87,263.1,0.0
2019,12,30,23,0.0,-1.5,85.48,86.1,-3.73,7.05,261.8,0.01
2019,12,31,0,0.0,-0.94,84.73,86.06,-3.24,7.35,261.9,0.05
2019,12,31,1,0.0,-0.66,85.15,86.05,-2.9,7.85,261.7,0.61
2019,12,31,2,0.0,-0.51,85.48,86.01,-2.66,7.69,260.9,0.2
2019,12,31,3,0.0,-0.45,85.45,85.94,-2.61,7.28,260.0,0.13
2019,12,31,4,0.0,-0.49,85.2,85.88,-2.68,7.07,259.0,0.2
2019,12,31,5,0.0,-0.62,85.61,85.84,-2.76,6.93,260.3,0.58
2019,12,31,6,0.0,-0.71,86.21,85.8,-2.79,6.45,260.4,0.86
2019,12,31,7,0.0,-1.01,86.64,85.77,-3.04,6.11,260.6,0.86
2019,12,31,8,0.03,-1.18,85.93,85.81,-3.31,6.44,261.1,1.2
2019,12,31,9,0.05,-1.0,84.64,85.8,-3.31,6.35,262.1,0.4
2019,12,31,10,0.1,-0.66,83.64,85.72,-3.12,6.34,261.1,0.3
2019,12,31,11,0.15,-0.4,84.08,85.62,-2.76,6.13,260.3,0.26
2019,12,31,12,0.12,-0.04,84.67,85.52,-2.3,5.86,258.5,0.06
2019,12,31,13,0.08,0.19,85.57,85.43,-1.91,5.6,256.3,0.41
2019,12,31,14,0.03,0.12,87.53,85.4,-1.68,5.73,256.1,2.87
2019,12,31,15,0.0,-0.22,89.12,85.29,-1.81,4.93,253.5,0.58
2019,12,31,16,0.0,-0.98,89.92,85.16,-2.56,4.03,254.9,0.31
2019,12,31,17,0.0,-1.85,89.8,85.05,-3.52,3.67,260.3,0.31
2019,12,31,18,0.0,-2.74,89.93,84.96,-4.45,3.43,265.5,0.43
2019,12,31,19,0.0,-3.23,89.83,84.86,-4.96,3.37,266.3,0.53
2019,12,31,20,0.0,-3.53,90.26,84.78,-5.22,3.34,265.2,0.63
2019,12,31,21,0.0,-3.41,89.57,84.72,-5.16,3.41,262.9,0.81
2019,12,31,22,0.0,-3.02,89.19,84.66,-4.8,3.2,259.2,0.87
2019,12,31,23,0.0,-2.58,89.18,84.59,-4.31,2.98,255.0,1.55
2020,1,1,0,0.0,-1.92,90.29,84.53,-3.49,2.84,254.2,2.4
2020,1,1,1,0.0,-1.54,91.43,84.47,-2.91,2.65,255.1,2.44
2020,1,1,2,0.0,-1.7,92.56,84.38,-2.95,2.64,261.3,3.25
2020,1,1,3,0.0,-1.68,93.11,84.33,-2.87,2.58,269.6,3.13
2020,1,1,4,0.0,-1.46,93.4,84.32,-2.56,2.49,280.0,3.2
2020,1,1,5,0.0,-1.31,94.25,84.35,-2.27,2.43,294.2,4.39
2020,1,1,6,0.0,-1.01,95.36,84.41,-1.76,2.38,311.9,6.12
2020,1,1,7,0.0,-0.92,97.14,84.5,-1.43,2.27,328.7,7.04
2020,1,1,8,0.03,-0.88,97.66,84.62,-1.3,2.19,337.2,6.49
2020,1,1,9,0.05,-0.58,97.25,84.72,-1.01,2.15,335.8,7.17
2020,1,1,10,0.15,-0.09,96.41,84.82,-0.59,2.33,337.5,5.37
2020,1,1,11,0.22,0.11,96.33,84.89,-0.39,2.31,344.9,2.35
2020,1,1,12,0.2,0.16,96.03,84.94,-0.38,1.64,345.5,1.04
2020,1,1,13,0.1,0.24,94.86,84.98,-0.46,0.89,332.0,0.51
2020,1,1,14,0.05,0.4,87.97,85.01,-1.34,0.74,283.3,0.3
2020,1,1,15,0.0,0.14,83.72,85.04,-2.23,1.04,249.8,0.14
2020,1,1,16,0.0,-0.5,83.04,85.04,-3.04,1.58,238.2,0.06
2020,1,1,17,0.0,-1.66,86.6,85.05,-3.72,2.45,243.3,0.04
2020,1,1,18,0.0,-2.62,90.53,85.06,-4.2,3.11,250.5,0.04
2020,1,1,19,0.0,-2.9,92.12,85.07,-4.26,3.45,258.3,0.03
2020,1,1,20,0.0,-1.8,89.73,85.09,-3.42,3.92,266.0,0.04
2020,1,1,21,0.0,-0.89,88.27,85.14,-2.65,4.46,270.6,0.04
2020,1,1,22,0.0,-0.5,88.06,85.17,-2.26,4.2,270.3,0.27
2020,1,1,23,0.0,-0.49,87.99,85.18,-2.27,4.11,265.8,0.15
2020,1,2,0,0.0,-0.75,87.55,85.19,-2.62,4.36,260.1,0.33
2020,1,2,1,0.0,-1.33,86.88,85.2,-3.34,4.11,256.1,0.52
2020,1,2,2,0.0,-2.39,88.66,85.19,-4.19,3.51,259.7,2.01
2020,1,2,3,0.0,-3.24,92.38,85.27,-4.62,3.4,283.1,5.26
2020,1,2,4,0.0,-3.29,93.53,85.42,-4.54,3.81,306.0,6.14
2020,1,2,5,0.0,-3.33,93.71,85.57,-4.55,3.62,310.5,2.59
2020,1,2,6,0.0,-4.75,94.44,85.64,-6.01,3.31,297.9,0.31
2020,1,2,7,0.0,-7.05,92.79,85.73,-8.57,3.92,282.2,0.02
2020,1,2,8,0.03,-8.72,86.24,85.87,-10.99,4.46,273.9,0.0
2020,1,2,9,0.08,-8.34,80.26,85.93,-11.39,4.31,268.1,0.0
2020,1,2,10,0.15,-6.85,78.14,85.94,-10.25,4.17,262.1,0.02
2020,1,2,11,0.22,-5.55,78.09,85.91,-8.99,4.08,259.1,0.03
2020,1,2,12,0.2,-4.91,79.04,85.92,-8.19,4.2,261.9,0.04
2020,1,2,13,0.1,-4.94,76.59,86.0,-8.59,5.24,272.6,0.08
2020,1,2,14,0.05,-5.82,76.07,86.12,-9.56,5.48,280.5,0.05
2020,1,2,15,0.0,-7.69,79.13,86.23,-10.97,4.63,280.3,0.02
2020,1,2,16,0.0,-9.48,80.49,86.31,-12.47,4.3,276.8,0.01
2020,1,2,17,0.0,-11.27,81.91,86.37,-14.01,3.99,273.0,0.01
2020,1,2,18,0.0,-12.73,81.22,86.43,-15.38,3.99,268.1,0.01
2020,1,2,19,0.0,-13.28,80.39,86.45,-16.02,4.03,267.3,0.0
2020,1,2,20,0.0,-12.38,78.71,86.46,-15.46,3.98,265.7,0.02
2020,1,2,21,0.0,-10.73,77.56,86.46,-14.01,3.67,264.5,0.14
2020,1,2,22,0.0,-9.98,79.42,86.39,-13.07,3.17,263.1,0.1
2020,1,2,23,0.0,-9.61,80.92,86.33,-12.47,2.73,254.3,0.21
2020,1,3,0,0.0,-8.97,80.8,86.28,-11.86,2.35,245.4,0.65
2020,1,3,1,0.0,-8.24,80.79,86.27,-11.19,1.91,228.2,2.1
2020,1,3,2,0.0,-8.25,84.47,86.22,-10.72,1.75,194.2,2.83
2020,1,3,3,0.0,-8.69,89.61,86.15,-10.49,2.04,174.9,3.65
2020,1,3,4,0.0,-8.52,91.93,86.07,-10.03,2.14,171.9,3.62
2020,1,3,5,0.0,-8.41,93.31,86.03,-9.72,2.15,175.2,1.91
2020,1,3,6,0.0,-8.31,94.27,85.98,-9.55,2.3,180.7,1.36
2020,1,3,7,0.0,-8.02,94.12,85.96,-9.28,2.33,193.1,1.2
2020,1,3,8,0.03,-6.94,91.72,85.93,-8.46,3.01,205.4,0.54
2020,1,3,9,0.05,-5.07,89.42,85.9,-6.89,3.2,213.8,0.78
2020,1,3,10,0.12,-3.26,88.14,85.83,-5.18,3.09,214.0,0.13
2020,1,3,11,0.22,-1.16,86.48,85.76,-3.2,3.28,209.6,0.01
2020,1,3,12,0.2,0.24,87.53,85.72,-1.54,2.91,209.0,0.01
2020,1,3,13,0.1,0.78,90.77,85.73,-0.54,2.91,215.8,0.0
2020,1,3,14,0.05,0.3,93.32,85.74,-0.65,3.39,225.5,0.0
2020,1,3,15,0.0,-0.89,96.14,85.73,-1.55,3.9,228.3,0.0
2020,1,3,16,0.0,-1.25,96.04,85.72,-1.92,4.08,231.0,0.0
2020,1,3,17,0.0,-1.02,95.19,85.71,-1.81,4.07,229.6,0.0
2020,1,3,18,0.0,-1.01,94.85,85.68,-1.82,4.0,225.1,0.0
2020,1,3,19,0.0,-1.02,94.64,85.65,-1.88,3.83,221.2,0.0
2020,1,3,20,0.0,-0.91,93.96,85.59,-1.86,3.72,219.4,0.0
2020,1,3,21,0.0,-0.99,93.29,85.52,-2.03,3.74,215.5,0.0
2020,1,3,22,0.0,-1.31,92.71,85.43,-2.47,3.97,211.9,0.0
2020,1,3,23,0.0,-1.8,91.8,85.33,-3.15,4.46,212.0,0.0
2020,1,4,0,0.0,-2.2,90.78,85.22,-3.74,4.75,214.5,0.0
2020,1,4,1,0.0,-1.88,88.28,85.13,-3.72,5.16,216.6,0.0
2020,1,4,2,0.0,-1.58,87.03,85.05,-3.59,5.55,220.5,0.0
2020,1,4,3,0.0,-1.74,86.86,84.99,-3.79,5.85,224.9,0.0
2020,1,4,4,0.0,-1.61,86.39,84.95,-3.72,6.17,230.2,0.03
2020,1,4,5,0.0,-1.02,84.16,84.92,-3.4,6.93,236.8,0.1
2020,1,4,6,0.0,-0.33,82.18,84.87,-2.97,7.84,243.7,0.12
2020,1,4,7,0.0,-0.34,84.81,84.92,-2.6,7.54,251.0,0.13
2020,1,4,8,0.03,0.18,83.95,85.07,-2.17,7.86,259.6,0.19
2020,1,4,9,0.08,0.77,81.45,85.24,-2.01,8.07,266.9,0.46
2020,1,4,10,0.15,0.88,78.88,85.43,-2.35,7.45,275.0,1.35
2020,1,4,11,0.22,0.52,77.91,85.62,-2.84,6.61,282.0,2.03
2020,1,4,12,0.2,-0.26,76.44,85.84,-3.86,6.36,284.7,2.87
2020,1,4,13,0.1,-1.25,73.67,86.05,-5.31,6.81,283.9,2.88
2020,1,4,14,0.05,-2.16,73.98,86.25,-6.19,6.64,281.8,0.97
2020,1,4,15,0.0,-3.21,74.75,86.42,-7.12,6.03,279.5,0.31
2020,1,4,16,0.0,-4.01,74.4,86.57,-7.99,5.62,277.7,0.1
2020,1,4,17,0.0,-4.25,75.38,86.68,-8.09,5.24,272.3,0.15
2020,1,4,18,0.0,-4.32,75.91,86.77,-8.1,5.32,266.6,0.43
2020,1,4,19,0.0,-4.51,77.21,86.84,-8.08,5.13,261.3,0.6
2020,1,4,20,0.0,-4.74,78.79,86.9,-8.08,4.86,257.9,0.52
2020,1,4,21,0.0,-4.77,79.72,86.95,-7.99,4.9,255.9,0.31
2020,1,4,22,0.0,-4.66,79.69,86.99,-7.87,4.98,255.1,0.49
2020,1,4,23,0.0,-4.72,79.78,87.01,-7.92,4.98,254.4,0.38
2020,1,5,0,0.0,-5.07,80.81,87.02,-8.1,4.59,255.1,0.32
2020,1,5,1,0.0,-6.09,83.63,87.02,-8.75,3.94,254.1,0.26
2020,1,5,2,0.0,-7.33,85.01,86.99,-9.74,3.82,251.4,0.2
2020,1,5,3,0.0,-8.22,86.8,86.96,-10.37,3.84,248.8,0.12
2020,1,5,4,0.0,-8.67,88.34,86.92,-10.65,3.91,247.6,0.14
2020,1,5,5,0.0,-8.93,89.37,86.87,-10.79,3.84,245.2,0.16
2020,1,5,6,0.0,-9.43,91.29,86.81,-11.06,3.74,239.3,0.14
2020,1,5,7,0.0,-9.61,91.67,86.76,-11.17,3.92,238.3,0.15
2020,1,5,8,0.03,-8.05,87.11,86.74,-10.17,4.21,239.5,0.18
2020,1,5,9,0.08,-5.07,82.6,86.7,-7.81,4.6,238.9,0.12
2020,1,5,10,0.15,-3.05,80.67,86.64,-6.06,5.22,239.2,0.08
2020,1,5,11,0.25,-1.96,79.95,86.55,-5.04,5.79,239.8,0.12
2020,1,5,12,0.22,-1.55,79.24,86.46,-4.73,6.75,243.3,0.2
2020,1,5,13,0.1,-1.63,79.71,86.4,-4.75,6.57,241.8,0.11
2020,1,5,14,0.05,-2.23,80.2,86.32,-5.3,6.37,239.4,0.06
2020,1,5,15,0.0,-3.4,82.09,86.22,-6.22,6.23,235.6,0.06
2020,1,5,16,0.0,-3.74,81.89,86.1,-6.58,6.61,232.7,0.08
2020,1,5,17,0.0,-3.39,81.48,85.98,-6.28,7.31,233.1,0.14
2020,1,5,18,0.0,-3.05,81.43,85.9,-5.96,8.23,237.8,0.2
2020,1,5,19,0.0,-2.95,81.01,85.87,-5.91,8.64,243.5,0.17
2020,1,5,20,0.0,-3.1,82.08,85.91,-5.9,7.51,252.7,0.26
2020,1,5,21,0.0,-3.7,85.24,86.03,-6.06,5.26,267.8,2.45
2020,1,5,22,0.0,-4.67,87.4,86.21,-6.74,3.97,288.8,0.76
2020,1,5,23,0.0,-4.61,84.13,86.38,-7.16,4.09,300.0,0.57
2020,1,6,0,0.0,-5.52,79.18,86.53,-8.79,4.17,294.7,0.22
2020,1,6,1,0.0,-6.95,73.75,86.65,-10.97,4.22,282.9,0.11
2020,1,6,2,0.0,-7.67,73.34,86.72,-11.74,4.28,275.4,0.06
2020,1,6,3,0.0,-7.66,75.05,86.76,-11.49,4.35,271.1,0.06
2020,1,6,4,0.0,-7.38,76.67,86.78,-10.95,4.15,268.9,0.05
2020,1,6,5,0.0,-7.27,78.05,86.79,-10.67,3.94,268.5,0.03
2020,1,6,6,0.0,-7.75,78.74,86.78,-11.04,3.76,269.2,0.02
2020,1,6,7,0.0,-8.35,79.28,86.78,-11.53,3.75,270.9,0.02
2020,1,6,8,0.03,-7.63,76.2,86.8,-11.26,3.81,271.7,0.01
2020,1,6,9,0.08,-5.34,71.79,86.8,-9.73,3.85,271.3,0.02
2020,1,6,10,0.15,-3.58,69.46,86.78,-8.37,3.93,270.7,0.03
2020,1,6,11,0.22,-2.88,67.46,86.72,-8.02,4.13,273.5,0.04
2020,1,6,12,0.2,-2.8,67.53,86.65,-7.94,4.01,277.9,0.03
2020,1,6,13,0.1,-3.09,70.92,86.61,-7.63,3.12,281.1,0.02
2020,1,6,14,0.05,-4.11,77.3,86.59,-7.63,2.04,283.9,0.02
2020,1,6,15,0.0,-5.2,77.78,86.58,-8.65,1.63,285.0,0.01
2020,1,6,16,0.0,-5.7,76.05,86.57,-9.45,1.46,264.1,0.02
2020,1,6,17,0.0,-6.46,80.4,86.56,-9.55,1.65,243.0,0.06
2020,1,6,18,0.0,-7.03,84.07,86.57,-9.6,1.88,235.2,0.13
2020,1,6,19,0.0,-7.17,85.52,86.58,-9.55,2.02,239.0,0.21
2020,1,6,20,0.0,-7.05,85.46,86.57,-9.39,2.09,248.7,0.31
2020,1,6,21,0.0,-6.91,85.67,86.6,-9.25,2.2,257.9,0.37
2020,1,6,22,0.0,-6.7,84.94,86.61,-9.13,2.19,263.2,0.15
2020,1,6,23,0.0,-6.48,84.53,86.62,-8.98,2.04,269.2,0.21
2020,1,7,0,0.0,-6.26,82.97,86.65,-8.99,2.0,273.7,0.18
2020,1,7,1,0.0,-6.24,82.45,86.67,-9.1,1.79,276.1,0.12
2020,1,7,2,0.0,-6.32,81.46,86.66,-9.33,1.56,280.7,0.1
2020,1,7,3,0.0,-6.42,80.59,86.64,-9.55,1.21,301.9,0.09
2020,1,7,4,0.0,-6.91,82.44,86.63,-9.77,0.99,330.3,0.15
2020,1,7,5,0.0,-7.76,88.77,86.63,-9.8,1.1,1.0,0.33
2020,1,7,6,0.0,-8.22,91.51,86.64,-9.88,1.2,14.0,0.76
2020,1,7,7,0.0,-8.29,91.18,86.67,-9.95,1.57,29.3,1.21
2020,1,7,8,0.03,-7.82,90.17,86.68,-9.62,1.82,51.9,1.14
2020,1,7,9,0.05,-6.91,90.22,86.66,-8.69,2.19,79.2,1.35
2020,1,7,10,0.15,-5.78,91.02,86.61,-7.39,2.71,102.6,2.47
2020,1,7,11,0.17,-5.3,91.86,86.52,-6.79,3.27,116.5,3.62
2020,1,7,12,0.15,-5.09,92.89,86.41,-6.43,3.78,122.3,4.45
2020,1,7,13,0.08,-5.5,95.03,86.32,-6.57,4.08,124.5,4.75
2020,1,7,14,0.03,-6.4,96.78,86.25,-7.28,4.02,127.9,4.03
2020,1,7,15,0.0,-7.27,97.99,86.16,-8.06,3.65,130.2,2.16
2020,1,7,16,0.0,-7.9,98.5,86.02,-8.65,3.08,136.8,1.23
2020,1,7,17,0.0,-8.19,99.49,85.87,-8.87,2.61,147.8,0.66
2020,1,7,18,0.0,-8.22,99.56,85.7,-8.86,2.33,165.8,0.31
2020,1,7,19,0.0,-7.86,99.79,85.54,-8.5,2.3,186.8,0.09
2020,1,7,20,0.0,-7.9,100.0,85.38,-8.38,2.52,200.2,0.04
2020,1,7,21,0.0,-7.65,100.0,85.24,-8.08,3.02,209.5,0.04
2020,1,7,22,0.0,-6.9,100.0,85.12,-7.35,3.31,216.8,0.81
2020,1,7,23,0.0,-5.95,100.0,84.99,-6.46,3.49,222.3,0.82
2020,1,8,0,0.0,-5.29,99.42,84.88,-5.83,3.52,226.6,0.71
2020,1,8,1,0.0,-5.43,100.0,84.83,-5.82,3.48,228.8,0.64
2020,1,8,2,0.0,-6.02,100.0,84.79,-6.28,3.51,233.7,0.63
2020,1,8,3,0.0,-6.2,100.0,84.76,-6.66,3.59,239.9,0.64
2020,1,8,4,0.0,-6.2,98.71,84.74,-6.87,3.72,245.2,0.49
2020,1,8,5,0.0,-6.18,96.65,84.73,-7.07,3.92,248.5,0.52
2020,1,8,6,0.0,-6.49,95.42,84.72,-7.57,4.13,252.4,0.6
2020,1,8,7,0.0,-6.73,93.52,84.74,-8.05,4.33,260.6,1.05
2020,1,8,8,0.03,-6.35,90.98,84.83,-8.0,4.0,279.3,3.68
2020,1,8,9,0.05,-5.34,88.4,84.93,-7.29,3.86,309.8,2.92
2020,1,8,10,0.15,-5.06,88.78,85.02,-7.01,3.95,333.9,1.0
2020,1,8,11,0.2,-4.93,88.2,85.09,-6.96,3.75,339.4,0.42
2020,1,8,12,0.2,-5.01,87.86,85.16,-7.09,3.32,344.8,0.45
2020,1,8,13,0.1,-5.66,88.68,85.25,-7.63,2.81,357.4,1.51
2020,1,8,14,0.05,-7.11,90.02,85.37,-8.89,2.42,13.4,0.99
2020,1,8,15,0.03,-9.53,91.71,85.49,-11.09,2.02,25.2,1.12
2020,1,8,16,0.0,-11.99,91.66,85.6,-13.49,1.99,31.2,1.14
2020,1,8,17,0.0,-13.39,90.51,85.67,-14.96,1.8,33.4,0.74
2020,1,8,18,0.0,-14.55,91.13,85.72,-15.91,1.56,39.5,0.4
2020,1,8,19,0.0,-15.64,93.76,85.77,-16.66,1.24,40.1,0.24
2020,1,8,20,0.0,-16.05,93.77,85.81,-17.03,0.91,29.7,0.13
2020,1,8,21,0.0,-16.57,94.61,85.84,-17.46,0.76,16.1,0.11
2020,1,8,22,0.0,-17.11,95.5,85.88,-17.84,0.84,9.6,0.13
2020,1,8,23,0.0,-17.85,98.09,85.93,-18.27,1.08,6.4,0.16
2020,1,9,0,0.0,-18.75,100.0,86.0,-18.76,1.33,4.3,0.16
2020,1,9,1,0.0,-19.44,100.0,86.07,-19.3,1.55,7.4,0.13
2020,1,9,2,0.0,-20.04,100.0,86.14,-19.98,1.67,12.5,0.07
2020,1,9,3,0.0,-20.18,98.26,86.18,-20.43,1.73,16.4,0.06
2020,1,9,4,0.0,-20.04,94.31,86.23,-20.72,1.92,21.1,0.1
2020,1,9,5,0.0,-20.39,92.03,86.3,-21.31,2.39,19.6,0.17
2020,1,9,6,0.0,-20.65,88.74,86.38,-21.94,2.79,16.9,0.3
2020,1,9,7,0.0,-20.89,87.97,86.46,-22.34,2.79,11.1,0.4
2020,1,9,8,0.03,-20.3,84.56,86.54,-22.14,2.37,0.5,0.4
2020,1,9,9,0.08,-18.37,81.91,86.59,-20.58,2.0,348.2,0.37
2020,1,9,10,0.15,-15.66,78.76,86.61,-18.41,2.06,339.8,0.37
2020,1,9,11,0.25,-14.34,77.63,86.6,-17.34,2.15,339.5,0.4
2020,1,9,12,0.22,-13.58,77.58,86.59,-16.67,2.06,346.0,0.47
2020,1,9,13,0.12,-13.4,79.96,86.6,-16.18,1.72,354.7,0.47
2020,1,9,14,0.05,-14.49,80.37,86.65,-17.17,1.67,7.9,0.42
2020,1,9,15,0.03,-16.57,78.98,86.7,-19.23,1.8,37.8,0.3
2020,1,9,16,0.0,-18.45,87.33,86.74,-20.04,1.59,70.2,0.23
2020,1,9,17,0.0,-18.96,90.48,86.78,-20.05,1.16,116.6,0.21
2020,1,9,18,0.0,-19.57,94.64,86.8,-20.21,1.48,155.7,0.22
2020,1,9,19,0.0,-19.96,96.92,86.83,-20.27,1.66,177.2,0.21
2020,1,9,20,0.0,-19.93,98.0,86.84,-20.18,1.9,198.1,0.11
2020,1,9,21,0.0,-20.07,97.92,86.8,-20.36,2.36,206.5,0.08
2020,1,9,22,0.0,-20.79,99.11,86.78,-20.93,3.02,220.3,0.0
2020,1,9,23,0.0,-21.51,100.0,86.78,-21.58,3.69,231.5,0.01
2020,1,10,0,0.0,-22.29,99.45,86.75,-22.4,4.05,234.9,0.01
2020,1,10,1,0.0,-22.1,94.25,86.69,-22.73,4.05,234.3,0.01
2020,1,10,2,0.0,-21.52,89.01,86.63,-22.73,4.25,234.8,0.0
2020,1,10,3,0.0,-20.91,86.78,86.56,-22.43,4.38,235.3,0.01
2020,1,10,4,0.0,-20.49,86.08,86.49,-22.03,4.38,238.8,0.01
2020,1,10,5,0.0,-19.18,85.81,86.43,-20.89,4.35,241.3,0.02
2020,1,10,6,0.0,-17.14,83.99,86.33,-19.1,4.04,243.1,0.01
2020,1,10,7,0.0,-15.28,84.32,86.25,-17.41,3.75,247.1,0.01
2020,1,10,8,0.03,-13.13,83.3,86.2,-15.5,3.71,249.3,0.01
2020,1,10,9,0.03,-10.37,82.53,86.14,-13.03,3.68,246.1,0.02
2020,1,10,10,0.1,-8.43,82.85,86.04,-11.15,3.68,241.6,0.06
2020,1,10,11,0.2,-7.49,84.72,85.92,-9.94,3.29,238.0,0.16
2020,1,10,12,0.15,-7.1,87.55,85.82,-9.21,2.75,232.4,0.44
2020,1,10,13,0.08,-7.21,91.6,85.72,-8.78,1.94,215.2,0.73
2020,1,10,14,0.05,-7.8,93.29,85.65,-9.15,1.89,192.9,1.1
2020,1,10,15,0.03,-8.73,94.53,85.58,-9.91,2.06,184.7,1.61
